SampleID,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate,TissueClean,VegetativeRepro,AboveBelow,AT1G01010,PC1,PC2
SRX1960751,PRJNA329634,Cvi_x_myb_3,28400492,"Cvi-0 (Pistil) myb97-1, myb101-4, myb120-3, Col-0 (Pollen)",Cvi-0 & Col-0,pistils,45307585,0.8959999999999999,7/26/2016,Pistil,Reproductive,Above,15.100691,-31.55259081181226,0.018198891464995738
SRX1979085,PRJNA330596,degradome WT,30876925,Other,Col-0,seedlings,10130592,0.836,11/7/2016,Seedling,WholePlant,WholePlant,7.100556,-25.43982761091765,10.81759703465588
SRX1979086,PRJNA330596,degradome cyp71,30876925,Other,Col-0,seedlings,13141234,0.821,11/7/2016,Seedling,WholePlant,WholePlant,11.982768,-29.774566527465502,52.8878778397608
SRX1977869,PRJNA330878,cbl1_P-limited,28465462,cbl1,Col-0,root,22181223,0.867,5/4/2017,Root,Vegetative,Below,35.291573,-40.8210099903679,153.96327040729497
SRX1977870,PRJNA330878,cbl1_P-limited,28465462,cbl1,Col-0,root,19979371,0.903,5/4/2017,Root,Vegetative,Below,32.392673,-39.17227025744377,154.4950303929318
SRX1977871,PRJNA330878,cbl1_P-limited,28465462,cbl1,Col-0,root,16764959,0.8959999999999999,5/4/2017,Root,Vegetative,Below,33.00053,-35.468333768570226,155.2768344305049
SRX1977872,PRJNA330878,cbl1_P-replete,28465462,cbl1,Col-0,root,15364587,0.8959999999999999,5/4/2017,Root,Vegetative,Below,40.071716,-24.455249156709044,167.14408467906864
SRX1977873,PRJNA330878,cbl1_P-replete,28465462,cbl1,Col-0,root,18351791,0.902,5/4/2017,Root,Vegetative,Below,35.692314,-34.14960912895433,162.98862170929362
SRX1977874,PRJNA330878,cbl1_P-replete,28465462,cbl1,Col-0,root,14510682,0.905,5/4/2017,Root,Vegetative,Below,37.452797,-18.25071588177377,166.01693130434194
SRX1977875,PRJNA330878,cipk14_P-limited,28465462,cipk14,Col-0,root,16010344,0.894,5/4/2017,Root,Vegetative,Below,28.325899,-34.398806973090586,147.61323370646338
SRX1977876,PRJNA330878,cipk14_P-limited,28465462,cipk14,Col-0,root,29167732,0.885,5/4/2017,Root,Vegetative,Below,23.033489,-51.97085503805781,143.2106264745777
SRX1977877,PRJNA330878,cipk14_P-limited,28465462,cipk14,Col-0,root,16719112,0.887,5/4/2017,Root,Vegetative,Below,21.040327,-33.95168711659956,140.14892124569087
SRX1977878,PRJNA330878,cipk14_P-replete,28465462,cipk14,Col-0,root,12653501,0.8859999999999999,5/4/2017,Root,Vegetative,Below,28.980751,-26.312583294370807,149.34268572996328
SRX1977879,PRJNA330878,cipk14_P-replete,28465462,cipk14,Col-0,root,13061936,0.884,5/4/2017,Root,Vegetative,Below,28.083687,-27.828077195610273,148.19364381092495
SRX1977880,PRJNA330878,cipk14_P-replete,28465462,cipk14,Col-0,root,17062087,0.889,5/4/2017,Root,Vegetative,Below,34.927593,-31.658081464736913,151.96556790668586
SRX1977881,PRJNA330878,cipk2_P-limited,28465462,cipk2,Col-0,root,17757200,0.895,5/4/2017,Root,Vegetative,Below,24.413015,-36.15325893449306,141.7721360287752
SRX1977882,PRJNA330878,cipk2_P-limited,28465462,cipk2,Col-0,root,17759323,0.884,5/4/2017,Root,Vegetative,Below,20.507227,-36.96918575209356,142.8876784750741
SRX1977883,PRJNA330878,cipk2_P-limited,28465462,cipk2,Col-0,root,17584302,0.892,5/4/2017,Root,Vegetative,Below,24.718315,-35.53008106408402,139.4518777076721
SRX1977884,PRJNA330878,cipk2_P-replete,28465462,cipk2,Col-0,root,16399037,0.89,5/4/2017,Root,Vegetative,Below,26.561169,-33.767524822771215,146.55250380574418
SRX1977885,PRJNA330878,cipk2_P-replete,28465462,cipk2,Col-0,root,16778448,0.888,5/4/2017,Root,Vegetative,Below,27.408554,-32.59063400930576,149.21191277873686
SRX1977886,PRJNA330878,cipk2_P-replete,28465462,cipk2,Col-0,root,16527707,0.88,5/4/2017,Root,Vegetative,Below,31.32696,-29.558756699912706,151.4591055700222
SRX1977887,PRJNA330878,Col1_P-limited,28465462,Col1,Col-0,root,18460905,0.8809999999999999,5/4/2017,Root,Vegetative,Below,25.990404,-35.84953804763825,144.75982401546125
SRX1977888,PRJNA330878,Col1_P-limited,28465462,Col1,Col-0,root,17572680,0.8959999999999999,5/4/2017,Root,Vegetative,Below,23.677414,-35.64578396592526,144.15139932515638
SRX1977889,PRJNA330878,Col1_P-limited,28465462,Col1,Col-0,root,18475932,0.9,5/4/2017,Root,Vegetative,Below,24.534893,-35.51668404898918,144.15533024534133
SRX1977890,PRJNA330878,Col1_P-replete,28465462,Col1,Col-0,root,15200367,0.8290000000000001,5/4/2017,Root,Vegetative,Below,31.292395,-26.72043329380494,147.47564384905365
SRX1977891,PRJNA330878,Col1_P-replete,28465462,Col1,Col-0,root,17225764,0.8859999999999999,5/4/2017,Root,Vegetative,Below,28.694796,-32.19759141421411,151.56390544214216
SRX1977892,PRJNA330878,Col1_P-replete,28465462,Col1,Col-0,root,15717906,0.88,5/4/2017,Root,Vegetative,Below,32.420101,-27.999185154545533,150.28684440861497
SRX1977895,PRJNA330878,Col2_P-limited,28465462,Col2,Col-0,root,18404338,0.846,5/4/2017,Root,Vegetative,Below,42.808243,-22.820898210788236,153.643172918029
SRX1977898,PRJNA330878,Col2_P-replete,28465462,Col2,Col-0,root,35491730,0.755,5/4/2017,Root,Vegetative,Below,40.899178,-42.01291492174956,163.0333415746571
SRX1977899,PRJNA330878,msf1_P-limited,28465462,msf1,Col-0,root,15654737,0.893,5/4/2017,Root,Vegetative,Below,25.079119,-31.780934823712048,144.37695622567946
SRX1977900,PRJNA330878,msf1_P-limited,28465462,msf1,Col-0,root,23421686,0.813,5/4/2017,Root,Vegetative,Below,22.258638,-46.688162170336625,141.80225278098018
SRX1977902,PRJNA330878,msf1_P-replete,28465462,msf1,Col-0,root,16652145,0.885,5/4/2017,Root,Vegetative,Below,29.245451,-30.070984417223865,152.4898412802212
SRX1977905,PRJNA330878,pfs2_P-limited,28465462,pfs2,Col-0,root,21932808,0.877,5/4/2017,Root,Vegetative,Below,45.132156,-37.76989745517684,156.83825279494252
SRX1977906,PRJNA330878,pfs2_P-limited,28465462,pfs2,Col-0,root,14924315,0.88,5/4/2017,Root,Vegetative,Below,42.219898,-30.875520042546533,154.54479293864188
SRX1977907,PRJNA330878,pfs2_P-limited,28465462,pfs2,Col-0,root,18600155,0.884,5/4/2017,Root,Vegetative,Below,42.692867,-36.22789727558235,154.2063218925028
SRX1977908,PRJNA330878,pfs2_P-replete,28465462,pfs2,Col-0,root,19618353,0.875,5/4/2017,Root,Vegetative,Below,38.184223,-38.06140543697005,164.56105717603535
SRX1977909,PRJNA330878,pfs2_P-replete,28465462,pfs2,Col-0,root,17350177,0.878,5/4/2017,Root,Vegetative,Below,42.390968,-30.12753804067211,168.705272112179
SRX1977910,PRJNA330878,pfs2_P-replete,28465462,pfs2,Col-0,root,15058553,0.861,5/4/2017,Root,Vegetative,Below,41.535271,-25.551797018112097,170.3020544163313
SRX1977911,PRJNA330878,pho2_P-limited,28465462,pho2,Col-0,root,14894369,0.899,5/4/2017,Root,Vegetative,Below,23.015745,-31.909136840384793,141.58907104233435
SRX1977912,PRJNA330878,pho2_P-limited,28465462,pho2,Col-0,root,17516146,0.894,5/4/2017,Root,Vegetative,Below,21.29553,-37.23628046013022,144.35272583661688
SRX1977913,PRJNA330878,pho2_P-limited,28465462,pho2,Col-0,root,16697439,0.898,5/4/2017,Root,Vegetative,Below,25.34017,-33.644300205312305,147.42564787025142
SRX1977914,PRJNA330878,pho2_P-replete,28465462,pho2,Col-0,root,17114065,0.8959999999999999,5/4/2017,Root,Vegetative,Below,28.772974,-32.94572058743364,152.64356464653403
SRX1977915,PRJNA330878,pho2_P-replete,28465462,pho2,Col-0,root,15858793,0.898,5/4/2017,Root,Vegetative,Below,22.135057,-34.19958946619005,144.29299853656477
SRX1977916,PRJNA330878,pho2_P-replete,28465462,pho2,Col-0,root,16755197,0.894,5/4/2017,Root,Vegetative,Below,28.443815,-30.7596446864128,152.01702059452685
SRX1977917,PRJNA330878,phr1_1_P-limited,28465462,phr1_1,Col-0,root,15035518,0.8959999999999999,5/4/2017,Root,Vegetative,Below,25.11396,-31.278756792928952,141.0246932973481
SRX1977918,PRJNA330878,phr1_1_P-limited,28465462,phr1_1,Col-0,root,15964307,0.7609999999999999,5/4/2017,Root,Vegetative,Below,27.3848,-26.345661558272745,141.3168999582469
SRX1977919,PRJNA330878,phr1_1_P-limited,28465462,phr1_1,Col-0,root,17199527,0.884,5/4/2017,Root,Vegetative,Below,31.290636,-33.24860578249848,146.5439314300181
SRX1977920,PRJNA330878,phr1_1_P-replete,28465462,phr1_1,Col-0,root,18049315,0.8340000000000001,5/4/2017,Root,Vegetative,Below,32.096085,-32.41567786436782,142.11762742960738
SRX1977921,PRJNA330878,phr1_1_P-replete,28465462,phr1_1,Col-0,root,16704549,0.8909999999999999,5/4/2017,Root,Vegetative,Below,30.927771,-31.489829517941033,144.98849865942913
SRX1977922,PRJNA330878,phr1_1_P-replete,28465462,phr1_1,Col-0,root,13574520,0.887,5/4/2017,Root,Vegetative,Below,31.595331,-27.798658466017585,144.0615012926283
SRX1977923,PRJNA330878,phr1_2_P-limited,28465462,phr1_2,Col-0,root,16950740,0.828,5/4/2017,Root,Vegetative,Below,44.008698,-25.80962407624819,154.12608347507833
SRX1977924,PRJNA330878,phr1_2_P-limited,28465462,phr1_2,Col-0,root,17885555,0.765,5/4/2017,Root,Vegetative,Below,44.555553,-23.563718869798073,150.16271238655924
SRX1977929,PRJNA330878,prce1_P-limited,28465462,prce1,Col-0,root,15466111,0.8859999999999999,5/4/2017,Root,Vegetative,Below,23.641428,-31.012513970436927,138.70204959255534
SRX1977930,PRJNA330878,prce1_P-limited,28465462,prce1,Col-0,root,23135853,0.8909999999999999,5/4/2017,Root,Vegetative,Below,22.923141,-46.34213847625506,140.5799067082852
SRX1977931,PRJNA330878,prce1_P-limited,28465462,prce1,Col-0,root,23522556,0.777,5/4/2017,Root,Vegetative,Below,19.875322,-46.521543944291295,138.13826401408096
SRX1977932,PRJNA330878,prce1_P-replete,28465462,prce1,Col-0,root,21549286,0.873,5/4/2017,Root,Vegetative,Below,27.743641,-42.557832592580354,143.47170396474047
SRX1977933,PRJNA330878,prce1_P-replete,28465462,prce1,Col-0,root,17541353,0.884,5/4/2017,Root,Vegetative,Below,29.30975,-30.87793613378454,149.9405867224064
SRX1977934,PRJNA330878,prce1_P-replete,28465462,prce1,Col-0,root,22955928,0.779,5/4/2017,Root,Vegetative,Below,23.375481,-43.87797171358376,150.9921586149672
SRX1977935,PRJNA330878,prce2_P-limited,28465462,prce2,Col-0,root,12475731,0.89,5/4/2017,Root,Vegetative,Below,33.19651,-26.574378197638833,155.3294226043243
SRX1977936,PRJNA330878,prce2_P-limited,28465462,prce2,Col-0,root,13978309,0.8959999999999999,5/4/2017,Root,Vegetative,Below,29.440645,-33.82282113275163,147.0571283693156
SRX1977937,PRJNA330878,prce2_P-limited,28465462,prce2,Col-0,root,11067152,0.87,5/4/2017,Root,Vegetative,Below,38.754478,-20.31057191960419,145.62313694466002
SRX1977938,PRJNA330878,prce2_P-replete,28465462,prce2,Col-0,root,31968380,0.871,5/4/2017,Root,Vegetative,Below,37.259777,-44.02069471529645,165.6059297557499
SRX1977939,PRJNA330878,prce2_P-replete,28465462,prce2,Col-0,root,11562608,0.887,5/4/2017,Root,Vegetative,Below,42.377041,-17.496958097818972,163.93392545167669
SRX1977940,PRJNA330878,prce2_P-replete,28465462,prce2,Col-0,root,19162836,0.862,5/4/2017,Root,Vegetative,Below,38.895058,-30.99400465226443,167.76032913134992
SRX1977941,PRJNA330878,prce3_P-limited,28465462,prce3,Col-0,root,15660729,0.894,5/4/2017,Root,Vegetative,Below,24.0,-31.60949569640725,142.30831401789032
SRX1977942,PRJNA330878,prce3_P-limited,28465462,prce3,Col-0,root,15694936,0.892,5/4/2017,Root,Vegetative,Below,21.604826,-32.01353353782768,141.84728620402137
SRX1977943,PRJNA330878,prce3_P-limited,28465462,prce3,Col-0,root,16471313,0.888,5/4/2017,Root,Vegetative,Below,26.458811,-32.70428039072921,143.36236850021294
SRX1977944,PRJNA330878,prce3_P-replete,28465462,prce3,Col-0,root,15555123,0.89,5/4/2017,Root,Vegetative,Below,30.760094,-31.55089381803395,147.86229993297593
SRX1977945,PRJNA330878,prce3_P-replete,28465462,prce3,Col-0,root,15756715,0.889,5/4/2017,Root,Vegetative,Below,28.029539,-31.223245373839475,150.84591016867114
SRX1977946,PRJNA330878,prce3_P-replete,28465462,prce3,Col-0,root,15825308,0.889,5/4/2017,Root,Vegetative,Below,26.782745,-28.46098638152189,147.56497354292125
SRX1977947,PRJNA330878,s6k2_P-limited,28465462,s6k2,Col-0,root,14596329,0.889,5/4/2017,Root,Vegetative,Below,25.453178,-26.055888986706346,138.4336518756789
SRX1977948,PRJNA330878,s6k2_P-limited,28465462,s6k2,Col-0,root,16818555,0.899,5/4/2017,Root,Vegetative,Below,22.451696,-35.30681749252809,144.79601730704857
SRX1977949,PRJNA330878,s6k2_P-limited,28465462,s6k2,Col-0,root,17528939,0.89,5/4/2017,Root,Vegetative,Below,25.289532,-34.29860643441166,143.31287028004922
SRX1977950,PRJNA330878,s6k2_P-replete,28465462,s6k2,Col-0,root,16773345,0.865,5/4/2017,Root,Vegetative,Below,28.851019,-32.99749303482227,142.96328170825578
SRX1977951,PRJNA330878,s6k2_P-replete,28465462,s6k2,Col-0,root,17150736,0.875,5/4/2017,Root,Vegetative,Below,30.450132,-32.87889603589844,153.9316051415344
SRX1977952,PRJNA330878,s6k2_P-replete,28465462,s6k2,Col-0,root,17052726,0.888,5/4/2017,Root,Vegetative,Below,27.988689,-32.17364747156028,147.72690963423273
SRX1977953,PRJNA330878,stp10_P-limited,28465462,stp10,Col-0,root,16511903,0.898,5/4/2017,Root,Vegetative,Below,23.393064,-34.56873757204269,142.10546175172314
SRX1977954,PRJNA330878,stp10_P-limited,28465462,stp10,Col-0,root,16508466,0.888,5/4/2017,Root,Vegetative,Below,23.494886,-34.49326172885307,140.37562040605184
SRX1977955,PRJNA330878,stp10_P-limited,28465462,stp10,Col-0,root,16776324,0.8959999999999999,5/4/2017,Root,Vegetative,Below,24.22365,-34.96524487981502,143.53904338299606
SRX1977956,PRJNA330878,stp10_P-replete,28465462,stp10,Col-0,root,19177540,0.898,5/4/2017,Root,Vegetative,Below,29.563784,-36.61885781927003,146.30540055535255
SRX1977957,PRJNA330878,stp10_P-replete,28465462,stp10,Col-0,root,15336914,0.893,5/4/2017,Root,Vegetative,Below,28.217186,-29.61514409002784,149.39942025288073
SRX1977958,PRJNA330878,stp10_P-replete,28465462,stp10,Col-0,root,13449678,0.892,5/4/2017,Root,Vegetative,Below,33.245659,-24.77139556733838,150.23976512866759
SRX1977961,PRJNA330878,wdd1_P-limited,28465462,wdd1,Col-0,root,38507635,0.8390000000000001,5/4/2017,Root,Vegetative,Below,35.467022,-44.57636240973121,148.20713739529515
SRX1977964,PRJNA330878,wdd1_P-replete,28465462,wdd1,Col-0,root,9677760,0.894,5/4/2017,Root,Vegetative,Below,42.526836,-6.732104247812859,170.24420076525476
SRX1994945,PRJNA336053,A_thaliana_leaf,31442410,Other,Col-0,leaves,5359497,0.942,8/4/2016,Leaf,Vegetative,Above,12.893075,12.57339843277104,-82.0032968758171
SRX1994946,PRJNA336053,A_thaliana_flower,31442410,Other,Col-0,flower,4014673,0.944,8/4/2016,Flower,Reproductive,Above,4.817069,-25.019680898126566,-17.887795603403834
SRX1994952,PRJNA336053,A_thaliana_stem,31442410,Other,Col-0,stem,5019417,0.938,8/4/2016,Shoot,Vegetative,Above,5.037558,-18.980195601167004,-26.906985527333962
SRX1994953,PRJNA336053,A_thaliana_root,31442410,Other,Col-0,root,5966570,0.916,8/4/2016,Root,Vegetative,Below,26.497751,-22.14397016466224,152.96348235115246
SRX1895969,PRJNA336471,BC_1,28095775,Other,not applicable,aerial seedling,30722898,0.8690000000000001,12/24/2016,Seedling,WholePlant,WholePlant,22.301001,-24.18534380729613,-18.617921281556853
SRX1999909,PRJNA336471,BC,28095775,Other,not applicable,aerial seedling,29981809,0.8370000000000001,12/24/2016,Seedling,WholePlant,WholePlant,21.537228,-17.786908933285847,-22.86298823547313
SRX1999910,PRJNA336471,BC_3,28095775,Other,not applicable,aerial seedling,28811060,0.918,12/24/2016,Seedling,WholePlant,WholePlant,19.420876,-37.82760278946055,-35.45166392281543
SRX1999912,PRJNA336471,mock_BC_1,28095775,Other,not applicable,aerial seedling,24123196,0.923,12/24/2016,Seedling,WholePlant,WholePlant,7.043791,-27.662237596680097,-67.97409630730706
SRX1999913,PRJNA336471,mock_BC_2,28095775,Other,not applicable,aerial seedling,31820263,0.932,12/24/2016,Seedling,WholePlant,WholePlant,5.613236,-29.380522054457973,-72.66242746346185
SRX1999914,PRJNA336471,mock_BC_3,28095775,Other,not applicable,aerial seedling,24035396,0.925,12/24/2016,Seedling,WholePlant,WholePlant,4.818645,-24.495716013233594,-75.22297383699188
SRX1999915,PRJNA336471,mock_PQ_1,28095775,Other,not applicable,aerial seedling,26137347,0.901,12/24/2016,Seedling,WholePlant,WholePlant,5.645008,-32.34778900961803,-61.52892070877197
SRX1999916,PRJNA336471,mock_PQ_2,28095775,Other,not applicable,aerial seedling,24700669,0.918,12/24/2016,Seedling,WholePlant,WholePlant,5.358945,-39.722632042401834,-56.10494872133321
SRX1999917,PRJNA336471,mock_PQ_3,28095775,Other,not applicable,aerial seedling,27970782,0.932,12/24/2016,Seedling,WholePlant,WholePlant,8.50561,-32.22588126870212,-62.49820918983191
SRX1999918,PRJNA336471,PQ_1,28095775,Other,not applicable,aerial seedling,27927750,0.926,12/24/2016,Seedling,WholePlant,WholePlant,16.699125,-34.05751186345468,-37.834678278494565
SRX1999919,PRJNA336471,PQ_2,28095775,Other,not applicable,aerial seedling,29523732,0.929,12/24/2016,Seedling,WholePlant,WholePlant,18.128366,-30.56401746950945,-43.47686055467675
SRX1999920,PRJNA336471,PQ_3,28095775,Other,not applicable,aerial seedling,28869202,0.927,12/24/2016,Seedling,WholePlant,WholePlant,13.17257,-32.25542994630069,-45.692341119930184
SRX2006007,PRJNA337962,AnAF_Mid1,28253318,Other,Col-0,stem,12873998,0.946,9/1/2017,Shoot,Vegetative,Above,9.849133,-11.620065119770189,-32.388668241463016
SRX2006008,PRJNA337962,AnAF_Mid2,28253318,Other,Col-0,stem,14363196,0.942,9/1/2017,Shoot,Vegetative,Above,9.080069,-15.145882067168852,-27.05734493335985
SRX2006009,PRJNA337962,GCE7_Top1,28253318,Other,Col-0,stem,20501089,0.931,9/1/2017,Shoot,Vegetative,Above,2.910145,-27.47088512757997,-34.82049639899731
SRX2006010,PRJNA337962,GCE7_Top2,28253318,Other,Col-0,stem,13593959,0.931,9/1/2017,Shoot,Vegetative,Above,4.352285,-21.922028363080216,-35.65296585722209
SRX2006011,PRJNA337962,GCE13_Mid1,28253318,Other,Col-0,stem,21468937,0.935,9/1/2017,Shoot,Vegetative,Above,8.478022,-19.266308085956208,-32.17255195302248
SRX2006012,PRJNA337962,GCE13_Mid2,28253318,Other,Col-0,stem,12200519,0.935,9/1/2017,Shoot,Vegetative,Above,8.785269,-7.205859192568952,-33.92987370522465
SRX2006013,PRJNA337962,GCE13_Top1,28253318,Other,Col-0,stem,12205986,0.941,9/1/2017,Shoot,Vegetative,Above,3.435502,-17.465641063966295,-37.42471332013842
SRX2006014,PRJNA337962,GCE13_Top2,28253318,Other,Col-0,stem,12235443,0.942,9/1/2017,Shoot,Vegetative,Above,3.465545,-20.663864219630334,-33.221850399096645
SRX2006015,PRJNA337962,AnAF_Top1,28253318,Other,Col-0,stem,12381237,0.934,9/1/2017,Shoot,Vegetative,Above,4.210571,-18.30122526566376,-33.94605159645312
SRX2006016,PRJNA337962,AnAF_Top2,28253318,Other,Col-0,stem,10334063,0.94,9/1/2017,Shoot,Vegetative,Above,4.832458,-16.36141022492233,-31.745154233863015
SRX2006017,PRJNA337962,Col0_Mid1,28253318,Other,Col-0,stem,9687739,0.912,9/1/2017,Shoot,Vegetative,Above,4.580046,-1.3615185423681275,-39.149346437180036
SRX2006018,PRJNA337962,Col0_Mid2,28253318,Other,Col-0,stem,13811446,0.948,9/1/2017,Shoot,Vegetative,Above,5.043612,-9.46343962656095,-35.50265193308501
SRX2006019,PRJNA337962,Col0_Top1,28253318,Other,Col-0,stem,12863142,0.94,9/1/2017,Shoot,Vegetative,Above,2.22273,-20.75924631586937,-38.02144069632524
SRX2006020,PRJNA337962,Col0_Top2,28253318,Other,Col-0,stem,14867510,0.941,9/1/2017,Shoot,Vegetative,Above,2.556782,-23.381193007459842,-39.564689099441125
SRX2006021,PRJNA337962,GCE7_Mid1,28253318,Other,Col-0,stem,11910280,0.924,9/1/2017,Shoot,Vegetative,Above,6.105966,-7.716591492910001,-37.41824773649747
SRX2006022,PRJNA337962,GCE7_Mid2,28253318,Other,Col-0,stem,13345999,0.931,9/1/2017,Shoot,Vegetative,Above,7.618824,-11.71564890432188,-34.826667563074295
SRX2026149,PRJNA339032,Col_0_ED_Repl1,28250106,wild type,Col-0,rosette leaf,36943202,0.8340000000000001,8/30/2017,Leaf,Vegetative,Above,7.628289,-47.89379021841488,-63.549930283190704
SRX2026150,PRJNA339032,Col_0_ED_Repl2,28250106,wild type,Col-0,rosette leaf,43915561,0.83,8/30/2017,Leaf,Vegetative,Above,6.777407,-39.25417537177118,-65.6811169444285
SRX2026151,PRJNA339032,WS_2_EN_Repl2,28250106,wild type,Wassilewskija,rosette leaf,40868062,0.821,8/30/2017,Leaf,Vegetative,Above,6.740924,-41.28005014916216,-53.67296427952133
SRX2026152,PRJNA339032,WS_2_EN_Repl3,28250106,wild type,Wassilewskija,rosette leaf,36685065,0.838,8/30/2017,Leaf,Vegetative,Above,5.672118,-37.62946426812541,-54.664301847877155
SRX2026153,PRJNA339032,gi_201_ED_Repl1,28250106,At1g22770,Col-0,rosette leaf,40242073,0.87,8/30/2017,Leaf,Vegetative,Above,7.262985,-48.757250118773264,-60.58268584965666
SRX2026154,PRJNA339032,gi_201_ED_Repl2,28250106,At1g22770,Col-0,rosette leaf,37323412,0.8640000000000001,8/30/2017,Leaf,Vegetative,Above,7.699404,-46.987219026165434,-60.86002650421921
SRX2026155,PRJNA339032,gi_201_ED_Repl3,28250106,At1g22770,Col-0,rosette leaf,33571423,0.875,8/30/2017,Leaf,Vegetative,Above,4.951561,-43.674417399620005,-64.72880073489826
SRX2026156,PRJNA339032,gi_201_EN_Repl1,28250106,At1g22770,Col-0,rosette leaf,40152476,0.868,8/30/2017,Leaf,Vegetative,Above,3.193749,-48.57244265659141,-55.386722548539815
SRX2026157,PRJNA339032,gi_201_EN_Repl2,28250106,At1g22770,Col-0,rosette leaf,43942277,0.875,8/30/2017,Leaf,Vegetative,Above,3.874789,-48.44307560241985,-56.239955826108066
SRX2026158,PRJNA339032,gi_201_EN_Repl3,28250106,At1g22770,Col-0,rosette leaf,44083058,0.858,8/30/2017,Leaf,Vegetative,Above,3.650215,-47.501901944099124,-57.108238550920646
SRX2026159,PRJNA339032,toc1_101_ED_Repl1,28250106,At5g61380,Col-0,rosette leaf,42378933,0.875,8/30/2017,Leaf,Vegetative,Above,7.703407,-47.72490561393473,-60.33006187949942
SRX2026160,PRJNA339032,toc1_101_ED_Repl2,28250106,At5g61380,Col-0,rosette leaf,39932159,0.857,8/30/2017,Leaf,Vegetative,Above,6.591043,-44.14589880732728,-63.99424694046928
SRX2026161,PRJNA339032,Col_0_ED_Repl3,28250106,wild type,Col-0,rosette leaf,39289571,0.88,8/30/2017,Leaf,Vegetative,Above,6.812412,-47.0025493148977,-60.45941991465189
SRX2026162,PRJNA339032,toc1_101_ED_Repl3,28250106,At5g61380,Col-0,rosette leaf,35440685,0.887,8/30/2017,Leaf,Vegetative,Above,8.167722,-46.20030528255989,-59.956466975707954
SRX2026163,PRJNA339032,toc1_101_EN_Repl1,28250106,At5g61380,Col-0,rosette leaf,36791197,0.8390000000000001,8/30/2017,Leaf,Vegetative,Above,3.221431,-44.18673087219002,-61.22922849633641
SRX2026164,PRJNA339032,toc1_101_EN_Repl2,28250106,At5g61380,Col-0,rosette leaf,50702979,0.862,8/30/2017,Leaf,Vegetative,Above,2.501544,-33.4752084634878,-66.63510746333398
SRX2026165,PRJNA339032,toc1_101_EN_Repl3,28250106,At5g61380,Col-0,rosette leaf,20499462,0.805,8/30/2017,Leaf,Vegetative,Above,3.277851,-35.483550285271924,-64.42451898957958
SRX2026166,PRJNA339032,prr7_3_prr9_1_ED_Repl1,28250106,At5g02810_At2g46790,Col-0,rosette leaf,38859768,0.87,8/30/2017,Leaf,Vegetative,Above,5.57154,-47.7945707015382,-58.793122919365764
SRX2026167,PRJNA339032,prr7_3_prr9_1_ED_Repl2,28250106,At5g02810_At2g46790,Col-0,rosette leaf,48758679,0.8759999999999999,8/30/2017,Leaf,Vegetative,Above,6.816195,-53.61713400623576,-52.381038038100016
SRX2026168,PRJNA339032,prr7_3_prr9_1_EN_Repl1,28250106,At5g02810_At2g46790,Col-0,rosette leaf,43989137,0.865,8/30/2017,Leaf,Vegetative,Above,3.874166,-50.783345003483475,-52.104432037913575
SRX2026169,PRJNA339032,lhy11_cca1_21_ED_Repl1,28250106,At1g01060_At2g46830,Wassilewskija,rosette leaf,42146508,0.8170000000000001,8/30/2017,Leaf,Vegetative,Above,6.565916,-44.08491432110154,-51.77053435816099
SRX2026170,PRJNA339032,lhy11_cca1_21_ED_Repl2,28250106,At1g01060_At2g46830,Wassilewskija,rosette leaf,39612470,0.818,8/30/2017,Leaf,Vegetative,Above,7.620772,-43.19273760467912,-54.3841349029502
SRX2026171,PRJNA339032,lhy11_cca1_21_ED_Repl3,28250106,At1g01060_At2g46830,Wassilewskija,rosette leaf,36100377,0.84,8/30/2017,Leaf,Vegetative,Above,7.060405,-43.202255987022546,-54.010311341659886
SRX2026172,PRJNA339032,Col_0_EN_Repl1,28250106,wild type,Col-0,rosette leaf,36259630,0.871,8/30/2017,Leaf,Vegetative,Above,4.383605,-44.189109705019256,-57.89559306862474
SRX2026173,PRJNA339032,lhy11_cca1_21_EN_Repl1,28250106,At1g01060_At2g46830,Wassilewskija,rosette leaf,33292680,0.828,8/30/2017,Leaf,Vegetative,Above,7.417378,-31.258678495280844,-51.531961951738644
SRX2026174,PRJNA339032,lhy11_cca1_21_EN_Repl2,28250106,At1g01060_At2g46830,Wassilewskija,rosette leaf,39714992,0.8170000000000001,8/30/2017,Leaf,Vegetative,Above,9.366587,-32.58724909150836,-49.59506525376796
SRX2026175,PRJNA339032,lhy11_cca1_21_EN_Repl3,28250106,At1g01060_At2g46830,Wassilewskija,rosette leaf,19900067,0.8170000000000001,8/30/2017,Leaf,Vegetative,Above,5.632899,-14.38851386842199,-59.38803083557333
SRX2026176,PRJNA339032,Col_0_EN_Repl2,28250106,wild type,Col-0,rosette leaf,42415995,0.882,8/30/2017,Leaf,Vegetative,Above,5.407886,-47.24761907768123,-56.00365800367868
SRX2026177,PRJNA339032,Col_0_EN_Repl3,28250106,wild type,Col-0,rosette leaf,39777748,0.862,8/30/2017,Leaf,Vegetative,Above,5.086415,-48.86280705254926,-54.39274552488141
SRX2026178,PRJNA339032,WS_2_ED_Repl1,28250106,wild type,Wassilewskija,rosette leaf,43066650,0.8340000000000001,8/30/2017,Leaf,Vegetative,Above,8.302588,-42.50897672824205,-55.28883433057531
